,TRAVELER_ID,TRAVEL_STYL_1,TRAVEL_STYL_3,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_ACCOMPANY
2367,a006994,4,3,6,3,2,6,나홀로 여행
2368,a007335,6,3,5,4,2,4,나홀로 여행
2369,a006178,4,4,6,4,4,6,자녀 동반 여행
2370,a002061,4,1,5,2,4,4,2인 여행(가족 외)
2371,a011277,7,2,1,2,1,7,2인 여행(가족 외)
2372,a017829,2,1,1,2,4,2,2인 여행(가족 외)
2373,a012183,1,1,4,3,3,6,2인 여행(가족 외)
2374,a015292,3,1,6,5,5,5,2인 가족 여행
2375,a002989,2,4,4,4,4,4,부모 동반 여행
2376,a009760,3,1,4,2,1,6,2인 여행(가족 외)
2377,a000921,6,2,1,7,7,1,2인 여행(가족 외)
2378,a001394,3,2,4,5,6,2,2인 여행(가족 외)
2379,a005147,4,3,2,5,4,6,나홀로 여행
2380,a007388,1,4,2,4,3,5,나홀로 여행
2381,a017738,4,1,4,4,1,1,나홀로 여행
2382,a005130,4,2,4,3,4,2,2인 가족 여행
2383,d004639,1,1,2,1,5,7,2인 여행(가족 외)
2384,a004676,3,1,5,5,3,4,2인 가족 여행
2385,a005867,4,2,6,6,6,6,자녀 동반 여행
2386,a005790,2,2,4,6,2,6,나홀로 여행
2387,a013762,1,6,1,4,4,1,나홀로 여행
2388,a018122,4,1,6,1,7,7,3인 이상 여행(가족 외)
2389,a007395,2,1,5,3,2,5,부모 동반 여행
2390,a007200,4,5,4,6,2,6,자녀 동반 여행
2391,a010126,5,2,5,6,2,6,나홀로 여행
2392,a001949,4,1,6,6,6,7,2인 여행(가족 외)
2393,a002121,4,1,4,5,2,4,2인 여행(가족 외)
2394,a014727,1,1,3,4,4,7,나홀로 여행
2395,a017920,6,1,2,2,2,7,2인 여행(가족 외)
2396,a002941,4,4,4,5,7,3,자녀 동반 여행
2397,a009775,2,2,3,2,1,7,2인 여행(가족 외)
2398,a005681,2,2,4,5,3,7,2인 여행(가족 외)
2399,a005375,6,1,6,3,3,3,2인 여행(가족 외)
2400,a017278,1,1,3,2,4,6,자녀 동반 여행
2401,a000116,4,3,4,2,6,3,나홀로 여행
2402,a006112,4,1,1,4,4,5,부모 동반 여행
2403,a007415,4,4,7,4,4,3,나홀로 여행
2404,a007061,3,2,5,5,6,3,나홀로 여행
2405,a013996,2,4,3,6,6,4,나홀로 여행
2406,a002388,2,2,3,2,1,4,2인 여행(가족 외)
2407,a008224,5,2,5,6,6,5,2인 여행(가족 외)
2408,a002908,4,4,4,6,3,6,나홀로 여행
2409,a008217,6,6,1,7,7,1,나홀로 여행
2410,d001271,1,1,1,1,1,7,2인 여행(가족 외)
2411,a018121,3,2,3,3,6,4,나홀로 여행
2412,a014382,3,2,6,4,1,1,나홀로 여행
2413,a007530,3,5,4,5,5,2,나홀로 여행
2414,a006005,2,4,4,3,5,7,2인 여행(가족 외)
2415,a001532,4,1,4,1,3,5,나홀로 여행
2416,a007198,1,7,2,6,6,2,자녀 동반 여행
2417,a017943,2,1,2,6,7,7,2인 가족 여행
2418,a008178,7,1,7,1,4,7,나홀로 여행
2419,a002666,2,1,6,4,3,6,자녀 동반 여행
2420,a014243,6,2,2,4,3,4,자녀 동반 여행
2421,a003947,2,3,3,3,6,5,2인 여행(가족 외)
2422,a003729,7,5,4,5,2,6,나홀로 여행
2423,a001645,5,5,1,7,3,4,나홀로 여행
2424,a001750,7,7,3,6,1,7,2인 여행(가족 외)
2425,a017906,3,3,5,5,6,6,2인 가족 여행
2426,a007824,5,4,3,5,3,3,부모 동반 여행
2427,a003574,3,4,5,5,6,3,2인 여행(가족 외)
2428,a003556,6,6,6,2,6,7,나홀로 여행
2429,a005152,2,3,3,5,4,6,나홀로 여행
2430,a003665,4,3,2,4,5,5,나홀로 여행
2431,a006716,6,2,3,6,2,4,2인 여행(가족 외)
2432,a001917,2,2,5,3,5,4,자녀 동반 여행
2433,a000605,2,2,5,2,4,4,자녀 동반 여행
2434,a005883,4,2,5,4,6,6,나홀로 여행
2435,a001937,4,2,3,6,4,1,3인 이상 여행(가족 외)
2436,a002206,6,1,5,5,1,7,부모 동반 여행
2437,a002849,2,2,3,4,3,6,3대 동반 여행(친척 포함)
2438,a017801,5,4,2,6,1,7,2인 여행(가족 외)
2439,a007548,1,3,2,2,5,6,나홀로 여행
2440,a002638,2,2,2,2,2,6,2인 여행(가족 외)
2441,a001910,3,5,6,4,5,3,2인 여행(가족 외)
2442,a005176,1,1,2,2,2,7,2인 여행(가족 외)
2443,a000506,5,3,3,5,6,6,나홀로 여행
2444,a018090,1,1,5,4,4,7,3대 동반 여행(친척 포함)
2445,a000924,2,3,2,2,7,6,나홀로 여행
2446,a008175,1,6,1,6,3,4,2인 가족 여행
2447,a003025,3,2,3,4,2,6,자녀 동반 여행
2448,a010286,2,2,3,3,6,7,2인 여행(가족 외)
2449,a004780,2,2,4,5,2,3,2인 여행(가족 외)
2450,a005810,2,1,6,4,3,3,2인 여행(가족 외)
2451,a018008,1,2,7,4,1,7,자녀 동반 여행
2452,a006799,4,1,7,6,2,7,자녀 동반 여행
2453,a012495,2,1,3,4,3,6,2인 여행(가족 외)
2454,a004152,2,5,1,2,1,5,나홀로 여행
2455,a011371,4,3,2,2,2,2,나홀로 여행
2456,a004488,4,5,1,4,7,2,3대 동반 여행(친척 포함)
2457,a005421,5,4,6,4,5,5,나홀로 여행
2458,a002360,6,1,1,1,7,1,2인 여행(가족 외)
2459,a005354,3,3,2,5,1,1,나홀로 여행
2460,a002053,6,6,3,6,3,4,나홀로 여행
2461,a002985,4,4,2,2,1,7,나홀로 여행
2462,a005006,3,5,2,2,6,3,부모 동반 여행
2463,a015328,3,1,6,3,5,5,2인 여행(가족 외)
2464,a008701,6,1,1,1,3,2,2인 여행(가족 외)
2465,a007770,3,5,2,2,3,2,2인 여행(가족 외)
2466,a009627,4,4,4,5,2,7,2인 여행(가족 외)
2467,a006218,1,4,3,4,5,3,나홀로 여행
2468,b004131,2,1,6,4,7,3,나홀로 여행
2469,a007428,4,3,5,3,5,6,2인 여행(가족 외)
2470,a005260,1,4,1,3,6,4,나홀로 여행
2471,a006804,1,1,3,1,1,4,3인 이상 여행(가족 외)
2472,a008052,3,3,4,3,3,6,나홀로 여행
2473,a002042,4,4,5,4,4,3,2인 여행(가족 외)
2474,a006175,2,6,4,2,7,2,2인 여행(가족 외)
2475,a005355,1,3,3,2,6,4,나홀로 여행
2476,a007127,2,2,2,3,4,6,3인 이상 여행(가족 외)
2477,a008320,4,1,1,1,7,1,자녀 동반 여행
2478,b006455,2,3,3,6,2,3,나홀로 여행
2479,a000180,6,1,6,6,2,5,2인 여행(가족 외)
2480,a014262,4,3,2,6,1,7,자녀 동반 여행
2481,a002034,2,2,4,2,7,2,나홀로 여행
2482,a005644,4,5,4,3,5,3,나홀로 여행
2483,a001927,5,2,3,4,7,2,나홀로 여행
2484,a003207,1,4,6,2,1,5,3인 이상 여행(가족 외)
2485,a000623,2,1,2,2,7,6,2인 여행(가족 외)
2486,a008269,6,2,2,2,6,5,나홀로 여행
2487,a004745,6,4,3,4,3,5,나홀로 여행
2488,a018010,2,2,5,5,5,6,2인 가족 여행
2489,a001962,1,2,6,3,6,6,2인 여행(가족 외)
2490,a000670,5,6,5,5,5,5,3인 이상 여행(가족 외)
2491,a011866,7,2,7,4,6,7,2인 여행(가족 외)
2492,a005845,7,6,3,5,5,3,2인 여행(가족 외)
2493,a007436,4,3,2,4,2,6,2인 여행(가족 외)
2494,a018056,2,5,4,6,6,6,나홀로 여행
2495,a015229,2,3,2,5,2,6,나홀로 여행
2496,a003003,4,2,4,3,2,6,2인 여행(가족 외)
2497,a015098,4,1,7,1,7,5,나홀로 여행
2498,a002381,4,1,4,2,2,7,2인 여행(가족 외)
2499,a011147,2,6,1,6,7,6,3인 이상 여행(가족 외)
2500,a006800,6,2,4,3,2,5,자녀 동반 여행
2501,a002176,3,1,7,2,1,6,2인 여행(가족 외)
2502,a014969,2,1,5,5,2,5,나홀로 여행
2503,a002032,3,2,5,5,6,3,2인 여행(가족 외)
2504,a000417,3,6,2,6,6,2,2인 가족 여행
2505,a004604,4,2,3,4,6,4,나홀로 여행
2506,a007272,7,7,1,7,3,3,나홀로 여행
2507,a007506,7,2,4,3,1,7,2인 여행(가족 외)
2508,a003622,1,4,2,3,5,4,3인 이상 여행(가족 외)
2509,a000376,2,2,4,4,3,4,3인 이상 여행(가족 외)
2510,a007607,2,3,4,4,2,6,자녀 동반 여행
2511,a001029,2,2,4,7,2,6,2인 여행(가족 외)
2512,a007089,1,1,2,1,4,1,2인 여행(가족 외)
2513,a005052,6,7,6,6,7,1,3인 이상 여행(가족 외)
2514,a000502,5,3,6,4,4,1,나홀로 여행
2515,a007654,7,1,1,1,1,7,2인 여행(가족 외)
2516,a012501,6,1,4,3,5,2,나홀로 여행
2517,a003803,1,1,1,1,7,2,2인 여행(가족 외)
2518,a009770,2,6,2,4,2,6,나홀로 여행
2519,a003782,4,4,4,4,4,4,3인 이상 여행(가족 외)
2520,a005899,4,2,4,6,2,3,2인 가족 여행
2521,a007773,2,2,6,6,5,3,나홀로 여행
2522,a002395,3,5,3,3,5,5,2인 가족 여행
2523,a000664,2,6,4,6,3,4,자녀 동반 여행
2524,a007194,4,1,1,1,1,3,2인 여행(가족 외)
2525,a007349,1,1,1,4,4,3,자녀 동반 여행
2526,a002753,1,2,1,6,3,5,2인 여행(가족 외)
2527,a018217,5,3,5,4,1,6,나홀로 여행
2528,a003399,4,3,3,2,5,4,2인 여행(가족 외)
2529,a017653,4,4,4,2,7,6,나홀로 여행
2530,a007412,1,1,1,7,1,7,자녀 동반 여행
2531,a018012,2,5,4,3,5,6,2인 여행(가족 외)
2532,a017703,6,3,6,3,6,3,나홀로 여행
2533,a005135,4,4,4,5,2,7,자녀 동반 여행
2534,a017968,3,1,4,3,3,6,2인 가족 여행
2535,a007831,2,2,4,2,4,5,자녀 동반 여행
2536,a006979,4,5,4,5,4,5,나홀로 여행
2537,a007378,2,2,4,4,3,6,3인 이상 여행(가족 외)
2538,a010249,2,3,3,5,3,6,2인 여행(가족 외)
2539,a005651,2,2,6,5,2,6,자녀 동반 여행
2540,a018223,4,3,4,3,3,5,나홀로 여행
2541,a012507,3,2,5,3,5,2,나홀로 여행
2542,a006566,2,2,4,4,2,4,3대 동반 여행(친척 포함)
2543,a005238,2,3,3,4,3,3,나홀로 여행
2544,a000414,2,3,4,6,1,6,3인 이상 여행(가족 외)
2545,a006709,1,5,3,3,6,2,자녀 동반 여행
2546,a002043,1,3,3,3,4,4,3인 이상 여행(가족 외)
2547,a003798,2,2,2,4,6,7,2인 여행(가족 외)
2548,a017555,5,3,5,3,5,4,자녀 동반 여행
2549,a006728,5,4,5,5,5,5,자녀 동반 여행
2550,c000580,1,1,1,4,1,6,3대 동반 여행(친척 포함)
2551,a006011,1,3,7,4,6,6,3인 이상 여행(가족 외)
2552,a017723,5,4,3,4,3,5,나홀로 여행
2553,a003667,2,1,6,4,6,2,나홀로 여행
2554,a000030,3,1,6,1,7,6,3인 이상 여행(가족 외)
2555,a004810,1,2,2,3,2,1,부모 동반 여행
2556,a002710,6,4,2,5,2,2,자녀 동반 여행
2557,a007884,3,4,3,4,3,3,2인 가족 여행
2558,a007112,3,4,2,3,4,5,나홀로 여행
2559,a000338,7,3,2,5,7,1,2인 여행(가족 외)
2560,b011628,4,1,4,4,2,4,자녀 동반 여행
2561,a006808,6,6,3,6,5,5,나홀로 여행
2562,a012173,4,6,2,2,1,5,2인 가족 여행
2563,a003338,1,1,1,1,7,7,2인 가족 여행
2564,a006426,2,5,6,3,5,1,자녀 동반 여행
2565,a008165,7,6,2,6,7,1,2인 여행(가족 외)
2566,a012193,3,2,3,3,3,4,2인 가족 여행
2567,b006609,1,1,1,1,1,4,2인 가족 여행
2568,a006431,5,1,7,3,3,7,나홀로 여행
2569,a000831,5,2,2,6,7,2,3인 이상 여행(가족 외)
2570,a002772,2,6,2,3,6,6,나홀로 여행
2571,a007318,5,2,6,6,5,1,자녀 동반 여행
2572,a001674,5,1,1,4,6,7,나홀로 여행
2573,a018047,3,3,5,3,5,6,자녀 동반 여행
2574,a001354,1,1,6,2,6,7,부모 동반 여행
2575,a007870,1,1,1,1,1,3,나홀로 여행
2576,a000021,4,3,2,2,2,2,2인 여행(가족 외)
2577,a007379,1,1,4,2,3,4,2인 가족 여행
2578,a017841,5,2,6,4,5,6,나홀로 여행
2579,a014921,5,2,6,2,2,5,나홀로 여행
2580,a002882,3,6,5,3,2,2,2인 여행(가족 외)
2581,a011237,3,1,3,2,5,4,2인 가족 여행
2582,a014978,5,3,5,3,5,4,3인 이상 여행(가족 외)
2583,a007114,4,1,6,1,2,7,2인 여행(가족 외)
2584,a006679,2,1,1,7,6,7,나홀로 여행
2585,a008666,2,2,1,5,2,2,2인 여행(가족 외)
2586,a017768,4,4,3,6,4,6,2인 여행(가족 외)
2587,a002741,1,3,3,4,2,7,자녀 동반 여행
2588,a004779,1,4,2,4,4,6,2인 가족 여행
2589,a002687,1,1,7,2,3,6,자녀 동반 여행
2590,a018096,5,6,4,4,4,4,나홀로 여행
2591,a002421,2,1,6,2,6,6,자녀 동반 여행
2592,a007425,2,1,1,2,1,2,나홀로 여행
2593,a018149,6,2,6,4,1,6,자녀 동반 여행
2594,a004251,7,1,7,7,7,7,나홀로 여행
2595,a006132,2,2,2,3,3,7,나홀로 여행
2596,a014096,4,2,6,1,7,6,나홀로 여행
2597,a010085,2,2,2,2,2,2,2인 여행(가족 외)
2598,a009704,1,3,3,1,2,7,나홀로 여행
2599,a002785,6,4,2,4,7,7,나홀로 여행
2600,a006893,5,3,5,5,3,3,자녀 동반 여행
2601,a002912,1,3,6,4,4,5,2인 여행(가족 외)
2602,a002853,1,1,7,7,1,7,2인 가족 여행
2603,a001130,1,1,5,1,1,6,3인 이상 여행(가족 외)
2604,a002491,5,2,6,5,2,6,3인 이상 여행(가족 외)
2605,a007382,4,3,2,3,2,4,나홀로 여행
2606,a004282,2,5,6,3,1,6,2인 여행(가족 외)
2607,a002884,1,1,5,2,1,5,나홀로 여행
2608,c014246,4,5,3,6,6,6,2인 여행(가족 외)
2609,a002219,6,6,6,4,3,3,나홀로 여행
2610,a005701,4,3,4,4,2,4,3대 동반 여행(친척 포함)
2611,a004091,6,2,2,3,3,6,자녀 동반 여행
2612,a000265,2,3,2,4,5,7,2인 가족 여행
2613,a000756,6,2,6,5,5,5,부모 동반 여행
2614,a007407,1,1,1,3,1,5,2인 여행(가족 외)
2615,a017709,6,2,6,6,2,6,2인 여행(가족 외)
2616,a007618,3,2,2,2,5,4,자녀 동반 여행
2617,a002817,2,1,2,5,2,7,3인 이상 여행(가족 외)
2618,a003257,4,4,2,6,1,2,나홀로 여행
2619,a000351,2,2,2,3,2,6,나홀로 여행
2620,a017818,1,1,1,6,1,2,2인 여행(가족 외)
2621,a004787,3,3,4,5,5,3,자녀 동반 여행
2622,a007290,3,4,2,4,6,2,자녀 동반 여행
2623,a007385,7,3,6,2,6,6,2인 여행(가족 외)
2624,a013785,1,3,5,3,3,6,3대 동반 여행(친척 포함)
2625,a004515,2,4,2,2,2,5,2인 여행(가족 외)
2626,a007609,2,2,6,2,6,6,2인 여행(가족 외)
2627,a000793,4,4,2,3,2,5,나홀로 여행
2628,a007376,1,1,1,1,5,2,나홀로 여행
2629,a005191,4,4,6,2,1,7,2인 여행(가족 외)
2630,a007719,4,1,3,2,3,5,2인 여행(가족 외)
2631,a000503,4,5,4,5,6,3,자녀 동반 여행
2632,a008413,5,4,1,3,6,1,2인 여행(가족 외)
2633,a017733,4,6,4,3,3,6,나홀로 여행
2634,a001199,2,2,6,7,7,7,3인 이상 여행(가족 외)
2635,a003839,1,1,4,4,1,5,나홀로 여행
2636,a017512,1,1,7,1,1,7,나홀로 여행
2637,a012513,2,2,4,4,3,6,2인 여행(가족 외)
2638,a004716,6,2,4,6,5,3,3인 이상 여행(가족 외)
2639,a004691,2,5,2,2,5,6,2인 가족 여행
2640,a006559,2,2,6,4,3,6,3인 이상 여행(가족 외)
2641,a010961,4,2,2,7,6,6,2인 가족 여행
2642,a005694,1,1,1,1,4,7,나홀로 여행
2643,a006606,1,1,6,2,2,7,2인 여행(가족 외)
2644,a000562,2,6,2,7,3,2,3인 이상 여행(가족 외)
2645,a003510,2,2,4,2,2,4,2인 여행(가족 외)
2646,a003302,4,2,3,2,5,7,2인 가족 여행
2647,a011603,2,2,2,3,2,5,나홀로 여행
2648,a003848,4,2,2,2,2,6,나홀로 여행
2649,a006823,2,4,5,4,6,6,2인 여행(가족 외)
2650,a009429,3,3,2,3,5,3,나홀로 여행
2651,a010568,1,1,1,1,7,4,나홀로 여행
2652,a010150,4,4,4,4,4,4,나홀로 여행
2653,a009433,2,2,4,3,3,5,3인 이상 여행(가족 외)
2654,a004314,4,3,4,6,2,6,2인 여행(가족 외)
2655,a003426,1,3,1,4,7,1,3인 이상 여행(가족 외)
2656,a002924,3,4,4,5,1,3,나홀로 여행
2657,a004637,2,4,2,6,5,6,2인 여행(가족 외)
2658,a007394,4,2,6,2,1,7,2인 여행(가족 외)
2659,a001573,3,3,2,2,5,7,2인 가족 여행
2660,a009613,2,2,1,4,1,1,3인 이상 여행(가족 외)
2661,a018048,4,4,3,4,4,2,나홀로 여행
2662,a004431,3,2,2,2,4,7,2인 여행(가족 외)
2663,a008427,2,1,2,2,1,7,3인 이상 여행(가족 외)
2664,a000497,3,2,4,5,2,7,나홀로 여행
2665,a004643,1,5,6,1,1,3,2인 가족 여행
2666,a013850,5,6,2,3,3,4,자녀 동반 여행
2667,a004763,2,2,6,2,6,6,자녀 동반 여행
2668,a007360,2,4,4,4,5,5,나홀로 여행
2669,a004186,1,1,4,2,5,2,나홀로 여행
2670,a017697,2,7,2,7,2,7,나홀로 여행
2671,a017999,3,3,3,3,6,4,나홀로 여행
2672,a004698,1,4,4,2,3,7,2인 여행(가족 외)
2673,b007934,4,2,4,4,2,6,2인 가족 여행
2674,a002344,4,2,5,3,2,5,2인 여행(가족 외)
2675,a009740,4,2,4,4,2,6,2인 가족 여행
2676,a002410,4,3,5,3,3,5,3대 동반 여행(친척 포함)
2677,a006329,4,1,4,1,4,5,나홀로 여행
2678,a008580,2,2,2,2,4,4,2인 여행(가족 외)
2679,a001635,4,6,4,3,7,1,나홀로 여행
2680,a014130,2,2,2,5,5,6,나홀로 여행
2681,a006001,4,4,4,4,4,4,2인 가족 여행
2682,a002878,5,6,1,5,6,4,나홀로 여행
2683,a008440,4,3,6,5,2,3,2인 여행(가족 외)
2684,a017744,6,3,3,3,6,6,나홀로 여행
2685,a007429,4,4,1,7,5,5,나홀로 여행
2686,a009947,2,3,2,4,3,5,나홀로 여행
2687,a005831,4,2,2,2,1,5,자녀 동반 여행
2688,a007157,1,1,1,1,1,1,2인 여행(가족 외)
2689,a015734,2,2,4,4,3,6,2인 여행(가족 외)
2690,a000947,3,1,2,2,1,2,나홀로 여행
2691,a013866,4,3,3,6,2,4,2인 여행(가족 외)
2692,a000056,6,3,4,4,2,2,나홀로 여행
2693,a003077,2,2,5,3,3,3,3인 이상 여행(가족 외)
2694,a006134,4,5,6,5,4,5,자녀 동반 여행
2695,a005824,6,2,1,4,2,6,2인 여행(가족 외)
2696,a003557,2,1,2,2,1,7,자녀 동반 여행
2697,a006081,2,2,4,5,2,6,부모 동반 여행
2698,a004092,1,1,6,1,1,7,2인 여행(가족 외)
2699,a003734,1,1,7,2,6,6,나홀로 여행
2700,a003476,4,4,4,4,4,4,자녀 동반 여행
2701,a005630,1,1,1,6,2,7,자녀 동반 여행
2702,a015776,6,3,6,6,2,5,2인 여행(가족 외)
2703,a017902,1,2,4,5,3,7,부모 동반 여행
2704,a005985,3,2,1,6,6,5,2인 여행(가족 외)
2705,a018172,2,2,2,3,3,5,나홀로 여행
2706,a000246,3,2,3,2,4,2,나홀로 여행
2707,a009844,2,2,2,2,1,6,나홀로 여행
2708,a015318,2,4,2,5,3,3,나홀로 여행
2709,a010954,6,1,7,2,2,6,2인 가족 여행
2710,a002831,3,4,2,4,5,4,나홀로 여행
2711,a006624,1,1,1,7,1,7,2인 여행(가족 외)
2712,a014214,2,4,4,4,4,4,나홀로 여행
2713,a000130,3,3,3,5,3,6,2인 가족 여행
2714,a005128,5,2,5,5,6,5,나홀로 여행
2715,a005369,2,1,2,2,6,6,2인 여행(가족 외)
2716,a001611,4,3,3,5,3,5,부모 동반 여행
2717,a018155,1,4,3,4,3,7,나홀로 여행
2718,a003696,6,7,2,4,5,5,2인 여행(가족 외)
2719,a007351,1,1,6,4,2,6,3대 동반 여행(친척 포함)
2720,a017280,3,3,6,4,1,7,2인 여행(가족 외)
2721,a000038,4,3,1,2,5,3,3인 이상 여행(가족 외)
2722,a018108,3,3,3,3,3,3,자녀 동반 여행
2723,c003328,2,3,2,6,2,6,나홀로 여행
2724,a008102,4,4,4,4,4,4,나홀로 여행
2725,a010382,6,1,3,6,2,7,나홀로 여행
2726,a001079,2,2,6,3,5,3,나홀로 여행
2727,a011234,2,2,3,3,2,5,2인 여행(가족 외)
2728,a007651,6,1,6,1,1,7,2인 여행(가족 외)
2729,a007005,1,3,1,3,2,4,나홀로 여행
2730,a017952,2,7,1,7,2,6,나홀로 여행
2731,a002209,4,2,4,4,4,4,나홀로 여행
2732,a002331,2,2,6,3,2,7,나홀로 여행
2733,a000307,2,4,4,3,3,6,부모 동반 여행
2734,a002025,2,1,2,1,3,2,2인 가족 여행
2735,a000203,6,6,6,6,6,2,3대 동반 여행(친척 포함)
2736,a004354,5,4,4,5,7,4,나홀로 여행
2737,a007825,4,1,6,6,3,6,2인 여행(가족 외)
2738,a004768,7,6,7,5,6,2,자녀 동반 여행
2739,a007630,1,4,6,1,6,1,나홀로 여행
2740,a000567,4,2,2,4,2,7,2인 여행(가족 외)
2741,a003759,5,2,5,2,1,7,2인 여행(가족 외)
2742,a005423,5,4,4,4,4,4,나홀로 여행
2743,a001310,3,3,5,5,5,5,2인 여행(가족 외)
2744,a000935,6,2,6,6,2,5,3인 이상 여행(가족 외)
2745,a006305,5,4,6,2,1,3,2인 여행(가족 외)
2746,a002210,4,2,2,2,1,7,나홀로 여행
2747,a007837,6,2,5,3,1,6,나홀로 여행
2748,a004285,4,3,1,1,6,4,나홀로 여행
2749,a001676,4,3,5,5,5,2,나홀로 여행
2750,a001685,5,4,5,7,7,5,나홀로 여행
2751,a002008,2,2,4,4,6,5,3인 이상 여행(가족 외)
2752,a014891,1,1,3,2,6,3,2인 여행(가족 외)
2753,a002303,4,1,1,1,7,7,2인 가족 여행
2754,a006965,1,1,3,3,2,3,2인 여행(가족 외)
2755,a005297,2,1,2,2,1,6,자녀 동반 여행
2756,a017905,7,3,2,2,6,7,2인 여행(가족 외)
2757,a007865,2,2,2,2,6,2,자녀 동반 여행
2758,a001997,4,3,5,5,7,3,나홀로 여행
2759,a010193,4,3,4,4,3,5,나홀로 여행
2760,a003181,5,3,5,4,3,6,3인 이상 여행(가족 외)
2761,a017870,4,4,4,3,6,5,나홀로 여행
2762,a001123,4,5,2,6,6,6,자녀 동반 여행
2763,a008044,5,4,5,4,3,5,나홀로 여행
2764,a003313,5,2,5,2,6,6,2인 여행(가족 외)
2765,a001263,2,3,2,6,2,7,2인 여행(가족 외)
2766,a004036,3,2,1,2,5,4,3인 이상 여행(가족 외)
2767,a018125,2,2,3,4,3,4,2인 여행(가족 외)
2768,a000035,1,1,4,5,5,7,나홀로 여행
2769,a002714,6,2,6,2,2,6,나홀로 여행
2770,d008179,4,1,4,3,2,6,2인 여행(가족 외)
2771,a003179,5,2,6,5,5,7,나홀로 여행
2772,a002316,1,7,4,7,4,7,나홀로 여행
2773,a003807,2,4,2,4,2,4,자녀 동반 여행
2774,a017918,4,2,4,3,3,3,나홀로 여행
2775,a010475,2,2,6,2,7,2,2인 여행(가족 외)
2776,a000700,4,2,1,5,6,3,2인 여행(가족 외)
2777,a001152,3,2,7,5,6,6,2인 여행(가족 외)
2778,a006561,6,4,3,4,2,2,나홀로 여행
2779,a014301,5,7,3,6,2,7,나홀로 여행
2780,a001340,4,2,4,4,3,5,나홀로 여행
2781,a005992,3,4,3,5,5,3,2인 여행(가족 외)
2782,a006633,4,2,4,1,2,2,나홀로 여행
2783,a005193,6,3,5,5,2,6,3인 이상 여행(가족 외)
2784,a002895,5,1,4,1,7,7,2인 여행(가족 외)
2785,a002797,3,2,5,3,5,4,2인 여행(가족 외)
2786,a014937,2,2,6,4,6,3,나홀로 여행
2787,c011907,2,4,2,4,6,4,나홀로 여행
2788,a000624,4,4,6,4,3,4,3인 이상 여행(가족 외)
2789,a006844,4,2,6,4,3,6,2인 여행(가족 외)
2790,a000973,2,3,2,2,2,6,나홀로 여행
2791,a004933,5,2,2,4,6,6,자녀 동반 여행
2792,a012300,2,1,5,1,7,6,나홀로 여행
2793,a005615,3,2,6,4,6,6,2인 여행(가족 외)
2794,a002003,2,2,2,2,2,6,2인 여행(가족 외)
2795,a006813,4,3,3,3,3,5,자녀 동반 여행
2796,a002727,1,1,7,1,6,7,나홀로 여행
2797,a000930,2,2,3,2,1,6,나홀로 여행
2798,a004682,4,2,4,4,3,6,2인 여행(가족 외)
2799,a004863,7,6,4,5,3,7,나홀로 여행
2800,a008325,4,6,3,3,1,3,나홀로 여행
2801,a014380,2,4,3,4,4,5,3인 이상 여행(가족 외)
2802,a007585,2,2,4,4,2,7,3인 이상 여행(가족 외)
2803,a010131,5,2,6,6,2,7,2인 여행(가족 외)
2804,a003920,7,4,4,4,2,5,나홀로 여행
2805,a001431,4,2,3,2,1,2,나홀로 여행
2806,a009660,1,2,2,2,2,6,2인 여행(가족 외)
2807,a000428,6,6,6,6,7,4,자녀 동반 여행
2808,a004173,2,5,4,3,5,5,2인 여행(가족 외)
2809,a017863,2,2,4,2,4,6,2인 여행(가족 외)
2810,a007007,2,1,1,1,3,6,2인 여행(가족 외)
2811,a000853,1,1,1,1,1,7,2인 여행(가족 외)
2812,a018189,2,3,3,3,2,1,나홀로 여행
2813,a003694,1,2,4,6,2,4,3인 이상 여행(가족 외)
2814,a000189,2,2,4,2,5,6,부모 동반 여행
2815,a012042,4,1,1,7,1,7,2인 여행(가족 외)
2816,d007564,5,1,4,3,2,7,나홀로 여행
2817,a007058,7,4,1,6,4,7,2인 여행(가족 외)
2818,a007670,2,4,2,2,3,5,나홀로 여행
2819,a010966,4,5,6,6,1,7,자녀 동반 여행
2820,a017892,2,2,2,5,3,3,나홀로 여행
2821,a004029,4,3,5,5,5,4,나홀로 여행
2822,a002984,2,4,1,4,7,5,나홀로 여행
2823,a000980,1,2,6,6,5,5,2인 여행(가족 외)
2824,a017622,6,2,4,3,1,7,나홀로 여행
2825,a000685,2,2,3,5,6,3,나홀로 여행
2826,a004395,2,3,3,3,6,4,자녀 동반 여행
2827,a002746,5,3,4,4,4,4,2인 여행(가족 외)
2828,a004277,2,6,2,7,7,7,2인 여행(가족 외)
2829,a003061,2,1,5,2,5,6,2인 여행(가족 외)
2830,a002857,3,2,3,4,1,3,나홀로 여행
2831,a003501,2,5,2,5,4,5,자녀 동반 여행
2832,a018061,2,2,2,2,6,3,나홀로 여행
2833,a004271,5,4,3,5,6,4,2인 여행(가족 외)
2834,a008053,2,1,6,6,2,6,자녀 동반 여행
2835,a000920,1,4,4,2,4,1,2인 여행(가족 외)
2836,a010043,4,3,2,3,2,6,나홀로 여행
2837,a010132,7,1,4,4,4,4,나홀로 여행
2838,a006770,3,3,5,3,1,2,자녀 동반 여행
2839,a002271,4,2,4,3,4,4,나홀로 여행
2840,c005679,6,5,2,5,6,4,나홀로 여행
